,product_Nom,product_Marque,product_Categorie,product_Prix
4510,L’OREAL PROFESSIONNEL STEAMPOD SERUM CONCENTRÉ 50ML,ARNAUD,Cheveux,360.02
4511,L’OREAL PROFESSIONNEL TNA LISS CONTROL GEL CREME 150ML,ARNAUD,Cheveux,380.02
4512,L’OREAL PROFESSIONNEL TNA LISS CONTROL PLUS SERUM 50ML,ARNAUD,Cheveux,275.01
4513,MACADAMIA CONDITIONNEUR POUR TOUS TYPES DE CHEVEUX 300ML,ARNAUD,Cheveux,310.02
4514,MACADAMIA CONTROL FIXATIF 300ML,ARNAUD,Cheveux,445.02
4515,MACADAMIA CREME RESTRUCTURANTE REVITALISANT 300ML,ARNAUD,Cheveux,445.02
4516,MACADAMIA DEMELANT HYDRATANT NOURISSANT(NOURISHING CONDITIONER) 500ML,ARNAUD,Cheveux,445.02
4517,MACADAMIA FLAWLESS 250ML,ACADEMIE,Cheveux,540.0
4518,MACADAMIA HUILE CONCENTREE RENFORCE  ET ADOUCI 53ML,ACADEMIE,Cheveux,520.0
4519,MACADAMIA HUILE SPRAY THERAPEUTIQUE LEGERE  REVITALISANT 125ML,ACADEMIE,Cheveux,540.0
4520,MACADAMIA MASQUE REVITALISANT POUR CHEVEUX SECS OU ABIMES 100ML,ACADEMIE,Cheveux,520.0
4521,MACADAMIA MASQUE REVITALISANT POUR CHEVEUX SECS OU ABIMES 236ML,ACADEMIE,Cheveux,540.0
4522,MACADAMIA MASQUE REVITALISANT POUR CHEVEUX SECS OU ABIMES 500ML,ACADEMIE,Cheveux,344.0
4523,MACADAMIA NO TANGLE BRUSH,ACADEMIE,Cheveux,324.0
4524,MACADAMIA PRO DEMELANT HYDRATANT LEGER (WEIGHTLESS CONDITIONER) 500ML,ACADEMIE,Cheveux,568.0
4525,MACADAMIA PRO DEMELANT HYDRATANT LEGER 100ML,ACADEMIE,Cheveux,296.0
4526,MACADAMIA PRO DEMELANT HYDRATANT LEGER 1L,ACADEMIE,Cheveux,512.0
4527,MACADAMIA PRO DEMELANT HYDRATANT NOURISSANT 300ML,ACADEMIE,Cheveux,192.0
4528,MACADAMIA PRO DEMELANT HYDRATANT ULTA-RICHE 300ML,ACADEMIE,Cheveux,576.0
4529,MACADAMIA PRO DEMELANT HYDRATANT ULTRA RICHE 100ML,ACADEMIE,Cheveux,340.0
4530,MACADAMIA PRO DEMELANT HYTRATANT LEGER 100% VEGAN 300ML,ACADEMIE,Cheveux,432.0
4531,MACADAMIA PRO HUILE DE SOIN HYDRATANTE NOURISSANTE125 ML,ACADEMIE,Cheveux,374.4
4532,MACADAMIA PRO HUILE SPRAY HYDRATANTE ET NOURISSANTE 125ML,ACADEMIE,Cheveux,540.0
4533,MACADAMIA PRO LOTION THERMO-PROTECTEUR 198ML,ACADEMIE,Cheveux,748.8
4534,MACADAMIA PRO MASQUE HYDRATANT NOURISSANT 236ML,ACADEMIE,Cheveux,468.0
4535,MACADAMIA PRO MASQUE HYDRATANT NOURISSANT 500ML,ACADEMIE,Cheveux,0.0
4536,MACADAMIA PRO MASQUE HYDRATANT NOURISSANT PM,ACADEMIE,Cheveux,108.8
4537,MACADAMIA PRO MASQUE HYDRATANT NOURISSANT PM,ARNAUD,Cheveux,395.02
4538,MACADAMIA PRO MASQUE REPARATEUR LEGER 100% VEGAN 222 ML,ARNAUD,Cheveux,360.02
4539,MACADAMIA PRO MOUSSE VOLUME 180ML,ARNAUD,Cheveux,370.02
4540,MACADAMIA PRO SHAMPOOING HYDRATANT LEGERE 1L,ARNAUD,Cheveux,260.01
4541,MACADAMIA PRO SHAMPOOING HYDRATANT LEGERE 300ML,ARNAUD,Cheveux,440.02
4542,MACADAMIA PRO SHAMPOOING HYDRATANT NOURISSANT 300ML,ARNAUD,Cheveux,385.02
4543,MACADAMIA PRO SHAMPOOING HYDRATANT NOURISSANT1L,ARNAUD,Cheveux,110.01
4544,MACADAMIA PRO SHAMPOOING HYDRATANT ULTRA-RICHE 300ML,ARNAUD,Cheveux,299.01
4545,MACADAMIA PRO SOIN HUILE REPARATEUR ULTRA RICHE 125ML,ARNAUD,Cheveux,360.02
4546,MACADAMIA SHAMPOING HYDRATANT POUR CHEVEUX SECS OU ABÎMÉS 300ML,ARNAUD,Cheveux,360.02
4547,MACADAMIA TUNNEL VENT BRUSH W/ BOAR BRISTLES,ARNAUD,Cheveux,380.02
4548,MACADAMIA VOLUMIZING DRY SHAMPOING 150ML,ARNAUD,Cheveux,275.01
4549,MAELYS LOTION ANTI CHUTE ORTIE PRELE 75ML,ARNAUD,Cheveux,310.02
4550,MAELYS SHAMPOOING ANTI CHUTE ORTIE PRELE 200ML,ARNAUD,Cheveux,445.02
4551,MEDINFAR TRIKARE C SHAMPOOING ANTI CHUTE 200ML,ARNAUD,Cheveux,445.02
4552,MEDINFAR TRIKARE SHAMPOOING K 200ML,ARNAUD,Cheveux,445.02
4553,MESOESTETIC HA DENSIMATRIX CONCENTRE D’ACIDE HYALURONIQUE 30ML,ACADEMIE,Cheveux,540.0
4554,MONOI DE TAHITI SHAMPOOING 200ML,ACADEMIE,Cheveux,520.0
4555,NASHI ARGAN CONDITIONER 1L,ACADEMIE,Cheveux,540.0
4556,NASHI ARGAN CONDITIONER 200ML,ACADEMIE,Cheveux,520.0
4557,NASHI ARGAN CONDITIONER 500ML,ACADEMIE,Cheveux,540.0
4558,NASHI ARGAN DEEP INFUSION 150ML,ACADEMIE,Cheveux,344.0
4559,NASHI ARGAN DEEP INFUSION 250ML,ACADEMIE,Cheveux,324.0
4560,NASHI ARGAN DEEP INFUSION 500ML,ACADEMIE,Cheveux,568.0
4561,NASHI ARGAN EASY DETANGLER BRUSH,ACADEMIE,Cheveux,296.0
4562,NASHI ARGAN ESSENTIAL ENERGY CONDITIONER 1000ML,ACADEMIE,Cheveux,512.0
4563,NASHI ARGAN ESSENTIAL ENERGY CONDITIONER 150ML,ACADEMIE,Cheveux,192.0
4564,NASHI ARGAN ESSENTIAL ENERGY DAILY ENERGIZING TRAITEMENT 100ML,ACADEMIE,Cheveux,576.0
4565,NASHI ARGAN ESSENTIAL ENERGY SHAMPOING 1000L,ACADEMIE,Cheveux,340.0
4566,NASHI ARGAN ESSENTIAL ENERGY SHAMPOING 200ML,ACADEMIE,Cheveux,432.0
4567,NASHI ARGAN HAIR LIMITED CHRISTMAS GIFT BOX GREEN,ACADEMIE,Cheveux,374.4
4568,NASHI ARGAN INSTANT HYDRATING STYLING MASK 150ML,ACADEMIE,Cheveux,540.0
4569,NASHI ARGAN LOVE HAIR MIST PARFUM 20ML,ACADEMIE,Cheveux,748.8
4570,NASHI ARGAN MEN DOUBLE UP THICKENING SHAMPOO 250ML,ACADEMIE,Cheveux,468.0
4571,NASHI ARGAN MINI SET CRISTMAS 2021 (LIMITED EDITION),ACADEMIE,Cheveux,0.0
4572,NASHI ARGAN OIL 100ML,ACADEMIE,Cheveux,108.8
4573,NASHI ARGAN PADDLE BRUSH,ARNAUD,Cheveux,395.02
4574,NASHI ARGAN SHAMPOING 200ML,ARNAUD,Cheveux,360.02
4575,NASHI ARGAN SHAMPOING 500ML,ARNAUD,Cheveux,370.02
4576,NASHI ARGAN SHAMPOOING 1L,ARNAUD,Cheveux,260.01
4577,NASHI ARGAN SUN AFTER SUN CREAM 200ML,ARNAUD,Cheveux,440.02
4578,NASHI ARGAN SUN BEACH DEFENCE STYLING SPRAY 150ML,ARNAUD,Cheveux,385.02
4579,NASHI ARGAN SUN DEFENCE SHAMPOOING 200ML,ARNAUD,Cheveux,110.01
4580,NASHI ARGAN SUN MASK AFTER SUN REPAIRING 150ML,ARNAUD,Cheveux,299.01
4581,NASHI ARGAN SUN OIL UV FACTOR 50ML,ARNAUD,Cheveux,360.02
4582,NASHI ARGAN TRY ME SET CHRISTMAS EDITION,ARNAUD,Cheveux,360.02
4583,NASHI ARMONIA SHAMPOING 250ML,ARNAUD,Cheveux,380.02
4584,NASHI BLONDY JOY PURPPLE CONDITIONNER 1000ml,ARNAUD,Cheveux,275.01
4585,NASHI BLONDY JOY PURPPLE CONDITIONNER 150ml,ARNAUD,Cheveux,310.02
4586,NASHI BLONDY JOY PURPPLE SHAMPOING 1000ml,ARNAUD,Cheveux,445.02
4587,NASHI BLONDY JOY PURPPLE SHAMPOING 250ml,ARNAUD,Cheveux,445.02
4588,NASHI CONDITIONER GINGERBREAD FRAGRANCE 150ML,ARNAUD,Cheveux,445.02
4589,NASHI FILLER THERAPY LIFTING MASK 100ML,ACADEMIE,Cheveux,540.0
4590,NASHI FILLER THERAPY RESTORATIVE CONDITIONER 150ML,ACADEMIE,Cheveux,520.0
4591,NASHI FILLER THERAPY RESTORATIVE CONDITIONER 1L,ACADEMIE,Cheveux,540.0
4592,NASHI FILLER THERAPY RESTORATIVE SHAMPOO 1L,ACADEMIE,Cheveux,520.0
4593,NASHI FILLER THERAPY RESTORATIVE SHAMPOO 250ML,ACADEMIE,Cheveux,540.0
4594,NASHI MASS SOLUTION SCALP REVITALIZER 100ML,ACADEMIE,Cheveux,344.0
4595,NASHI MASS SOLUTION THECKENING SHAMPOING 250 ML,ACADEMIE,Cheveux,324.0
4596,NASHI MASS SOLUTION THICKENING SHAMPOOING 1L,ACADEMIE,Cheveux,568.0
4597,NASHI REFRESH SILVER SHAMPOING 1L,ACADEMIE,Cheveux,296.0
4598,NASHI REFRESH SILVER SHAMPOING 250 ML,ACADEMIE,Cheveux,512.0
4599,NASHI SEALER PH 3.0 POST COLOR SHAMPOING 1L,ACADEMIE,Cheveux,192.0
4600,NASHI SHAMPOO GINGERBREAD FRAGRANCE 250ML,ACADEMIE,Cheveux,576.0
4601,NATURE ET PASSIONS POLLEN 120G,ACADEMIE,Cheveux,340.0
4602,NATURE ET PASSIONS PREPARATION ROYALE 220 g,ACADEMIE,Cheveux,432.0
4603,NATURE ET PASSIONS PREPARATION ROYALE GM,ACADEMIE,Cheveux,374.4
4604,NATURESOIN ARGA SERUM A L’HUILE D’ALOE 50ML,ACADEMIE,Cheveux,540.0
4605,NATURESOIN ARGA SERUM EXTRA LISSANT,ACADEMIE,Cheveux,748.8
4606,NATURESOIN ARGA SERUM EXTRA LISSANT HUILE D AVOCAT,ACADEMIE,Cheveux,468.0
4607,NATURESOIN ARGA SERUM EXTRA LISSANT HUILE DE COCO,ACADEMIE,Cheveux,0.0
4608,NATURESOIN BAIN DE 7 HUILES 125ML,ACADEMIE,Cheveux,108.8
4609,NATURESOIN HUILE CAPILLAIRE 10HUILES 125ML,ARNAUD,Cheveux,395.02
4610,NATURESOIN HUILE D’AIL 50ML,ARNAUD,Cheveux,360.02
4611,NATURESOIN HUILE D’ALOES 50ML,ARNAUD,Cheveux,370.02
4612,NATURESOIN HUILE D’AMANDES DOUCES 50ML,ARNAUD,Cheveux,260.01
4613,NATURESOIN HUILE D’ARBRE A THE 50ML,ARNAUD,Cheveux,440.02
4614,NATURESOIN HUILE D’EUCALYPTUS 50ML,ARNAUD,Cheveux,385.02
4615,NATURESOIN HUILE D’ORANGE 50ML,ARNAUD,Cheveux,110.01
4616,NATURESOIN HUILE DE BASILIC 50ML,ARNAUD,Cheveux,299.01
4617,NATURESOIN HUILE DE FENUGREC 50ML,ARNAUD,Cheveux,360.02
4618,NEORETIN SERUM DEPIGMENTANT 30ML,ARNAUD,Cheveux,360.02
4619,NEUTRADERM SHAMPOING EXTRA DOUX DERMO-PROTECTEUR 200ML,ARNAUD,Cheveux,380.02
4620,NEUTRADERM SHAMPOING EXTRA DOUX DERMO-RESPECT 200ML,ARNAUD,Cheveux,275.01
4621,NEUTRADERM SHAMPOING EXTRA DOUX DERMO-RESPECT 500ML,ARNAUD,Cheveux,310.02
4622,NIPPES BROSSE A CHEVEUX 5 RANGS REF H3,ARNAUD,Cheveux,445.02
4623,NIPPES BROSSE A CHEVEUX PNEUMATIQUE GROS OVALE REF H5,ARNAUD,Cheveux,445.02
4624,NIRVEL KERATINLISS MASQUE 250 ML,ARNAUD,Cheveux,445.02
4625,NIRVEL KERATINLISS SHAMPOOING 250ML,ACADEMIE,Cheveux,540.0
4626,NOREVA SEBODIANE DS SHAMPOING TRAITANT ANTI-PELLICULAIRE INTENSIF 150 ML,ACADEMIE,Cheveux,520.0
4627,NUHANCIAM CREME HYDRA INTENSE 50ML,ACADEMIE,Cheveux,540.0
4628,NUTRISANTE NUTRICAP CROISSANCE ANTI CHUTE 180GEL 3 MOIS,ACADEMIE,Cheveux,520.0
4629,NUTRISANTE NUTRICAP CROISSANCE ANTI CHUTE 60 GEL,ACADEMIE,Cheveux,540.0
4630,NUXE HUILE PRODIGIEUSE 100 ML+ BRACELET OFFERT,ACADEMIE,Cheveux,344.0
4631,NUXE REVE DE MIEL SHAMPOING SOLIDE DOUCEUR 65G,ACADEMIE,Cheveux,324.0
4632,NUXE SUN HUILE LACTE CAPILLAIRE 100ML,ACADEMIE,Cheveux,568.0
4633,NUXE SUN HUILE LACTÉE CAPILLAIRE 100ML,ACADEMIE,Cheveux,296.0
4634,OGX ARGAN OIL CONDITIONER 385ML,ACADEMIE,Cheveux,512.0
4635,OGX ARGAN OIL SHAMPOO 385ML,ACADEMIE,Cheveux,192.0
4636,OGX BIOTIN & COLLAGEN CONDITIONER 385ML,ACADEMIE,Cheveux,576.0
4637,OGX BIOTIN & COLLAGEN SHAMPOO 385ML,ACADEMIE,Cheveux,340.0
4638,OGX CHARCOAL DETOX CONDITIONER 385ML,ACADEMIE,Cheveux,432.0
4639,OGX CHARCOL DETOX SHAMPOO 385ML,ACADEMIE,Cheveux,374.4
4640,OGX COCONUT MIRACLE OIL CONDITIONER 385ML,ACADEMIE,Cheveux,540.0
4641,OGX COCONUT MIRACLE OIL SHAMPOO 385,ACADEMIE,Cheveux,748.8
4642,OGX KERATIN OIL CONDITIONER 385 ML,ACADEMIE,Cheveux,468.0
4643,OGX KERATINE OIL SHAMPOO 385ML,ACADEMIE,Cheveux,0.0
4644,OLAPLEX BEST OF THE BOND BUILDERS KIT,ACADEMIE,Cheveux,108.8
4645,OLAPLEX BLONDE ENHANCER TONING SHAMPOO N°4P 250ML 20142239,ARNAUD,Cheveux,395.02
4646,OLAPLEX BOND INTENSE MOISTURE MASK N°8 100ML 20142947,ARNAUD,Cheveux,360.02
4647,OLAPLEX BOND MAINTENANCE CONDITIONER N°5 250ML 20140617,ARNAUD,Cheveux,370.02
4648,OLAPLEX BOND MAINTENANCE SHAMPOO N°4 250ML 20140616,ARNAUD,Cheveux,260.01
4649,OLAPLEX BOND SMOOTHER N°6 100ML,ARNAUD,Cheveux,440.02
4650,OLAPLEX BONDING OIL 30ML 20140640,ARNAUD,Cheveux,385.02
4651,OLAPLEX HAIR PERFECTEUR N° 3 100ML 20140603,ARNAUD,Cheveux,110.01
4652,OLAPLEX TRAVELING STYLIST KIT 20140602,ARNAUD,Cheveux,299.01
4653,ORGANIC HAIR COLOUR AUBURN RED,ARNAUD,Cheveux,360.02
4654,ORGANIC HAIR COLOUR BEIGE BLONDE,ARNAUD,Cheveux,360.02
4655,ORGANIC HAIR COLOUR BROWN,ARNAUD,Cheveux,380.02
4656,ORGANIC HAIR COLOUR BURGUNDY (BOURGOGNE),ARNAUD,Cheveux,275.01
4657,ORGANIC HAIR COLOUR CARAMEL BLOND,ARNAUD,Cheveux,310.02
4658,ORGANIC HAIR COLOUR CHAMPAGNE BLONDE,ARNAUD,Cheveux,445.02
4659,ORGANIC HAIR COLOUR COPPER BROWN,ARNAUD,Cheveux,445.02
4660,ORGANIC HAIR COLOUR DARK  BROWN,ARNAUD,Cheveux,445.02
4661,ORGANIC HAIR COLOUR DARKEST ASH BLONDE,ACADEMIE,Cheveux,540.0
4662,ORGANIC HAIR COLOUR GOLDEN BLONDE,ACADEMIE,Cheveux,520.0
4663,ORGANIC HAIR COLOUR HONEY BLONDE,ACADEMIE,Cheveux,540.0
4664,ORGANIC HAIR COLOUR LIGHT ASH BLOND,ACADEMIE,Cheveux,520.0
4665,ORGANIC HAIR COLOUR LIGHT BROWN,ACADEMIE,Cheveux,540.0
4666,ORGANIC HAIR COLOUR LIGHT REDDISH BLONDE (ROUX CLAIR),ACADEMIE,Cheveux,344.0
4667,ORGANIC HAIR COLOUR MAHOGANY,ACADEMIE,Cheveux,324.0
4668,ORGANIC HAIR COLOUR REDDISH BLONDE,ACADEMIE,Cheveux,568.0
4669,ORGANIC HAIR COLOUR SOFT BLACK,ACADEMIE,Cheveux,296.0
4670,ORGANIC HAIR COLOUR STRAWBERRY BLOND,ACADEMIE,Cheveux,512.0
4671,ORGANIC HAIR COLOUR VIOLET,ACADEMIE,Cheveux,192.0
4672,ORGANIC HAIR COLOUR WHEAT BLONDE,ACADEMIE,Cheveux,576.0
4673,ORGANIC HAIR COLOUR WINE RED,ACADEMIE,Cheveux,340.0
4674,ORNATURE SHAMPOOING ANTI CHUTE 200ML,ACADEMIE,Cheveux,432.0
4675,OTEOZIA LOTION CAPILLAIRE ANTI CHUTE 100ML,ACADEMIE,Cheveux,374.4
4676,OXYSKIN ANTI CHUTE 60 GEL,ACADEMIE,Cheveux,540.0
4677,PALMER’S HUILE HYDRATATION LUMINEUSE VISAGE 30ML,ACADEMIE,Cheveux,748.8
4678,PALMER’S SOIN CAPILLAIRE A L’HUILE DE NOIX DE COCO 150G,ACADEMIE,Cheveux,468.0
4679,PALMER’S SPRAY CAPILLAIRE FORTIFIANT CHEVEUX SECS 150ML,ACADEMIE,Cheveux,0.0
4680,PAYOT HYDRA 24+ CONCENTRE D’EAU SERUM 30ML 117033,ACADEMIE,Cheveux,108.8
4681,PAYOT SUNNY HUILE DE RÊVE SPF15 CORPS & CHEVEUX 100ML,ARNAUD,Cheveux,395.02
4682,PERFECTIL PEAUX CHEVEUX ET ONGLES 30 COMPRIMES,ARNAUD,Cheveux,360.02
4683,PHANERE BOOST CROISSANCE CAPILLAIRE 60 GELULES,ARNAUD,Cheveux,370.02
4684,PHILIP MARTIN’S 3 WAYS CHEVEUX STYLING 100ML,ARNAUD,Cheveux,260.01
4685,PHILIP MARTIN’S ALOE PUR GEL 100ML,ARNAUD,Cheveux,440.02
4686,PHILIP MARTIN’S BABASSU RINSE MASQUE VOLUMATEUR 200ML,ARNAUD,Cheveux,385.02
4687,PHILIP MARTIN’S BABASSU SHAMPOING VOLUMATEUR 1000ML,ARNAUD,Cheveux,110.01
4688,PHILIP MARTIN’S BABASSU SPRAY 250ML,ARNAUD,Cheveux,299.01
4689,PHILIP MARTIN’S BABASSU SPRAY VOLUMATEUR 100ML,ARNAUD,Cheveux,360.02
4690,PHILIP MARTIN’S BABASSU WASH SHAMPOING VOLUMATEUR 250ML,ARNAUD,Cheveux,360.02
4691,PHILIP MARTIN’S BLU RINSE MASQUE ANTI JAUNISSEMENT 200ML,ARNAUD,Cheveux,380.02
4692,PHILIP MARTIN’S BLU SHAMPOING ANTI JAUNISSEMENT 200 ML,ARNAUD,Cheveux,275.01
4693,PHILIP MARTIN’S CALMING WASH SHAMPOING DETOXIFIANT 1000ML,ARNAUD,Cheveux,310.02
4694,PHILIP MARTIN’S CALMING WASH SHAMPOING DETOXIFIANT 250ML,ARNAUD,Cheveux,445.02
4695,PHILIP MARTIN’S INFINITO HUILE BARBE ET CHEVEUX 100ML,ARNAUD,Cheveux,445.02
4696,PHILIP MARTIN’S INFUSION CRÈME 200ML,ARNAUD,Cheveux,445.02
4697,PHILIP MARTIN’S JOJOBA PUR OIL HUILE NOURRISSANTE 100ML,ACADEMIE,Cheveux,540.0
4698,PHILIP MARTIN’S JOJOBA PUR OIL HUILE NOURRISSANTE 300ML,ACADEMIE,Cheveux,520.0
4699,PHILIP MARTIN’S MAPLE RINSE MASQUE HYDRATANT 1000 ML,ACADEMIE,Cheveux,540.0
4700,PHILIP MARTIN’S MAPLE RINSE MASQUE HYDRATANT 200ML,ACADEMIE,Cheveux,520.0
4701,PHILIP MARTIN’S MAPRES-LE WASH SHAMPOING HYDRATANT 1000 ML,ACADEMIE,Cheveux,540.0
4702,PHILIP MARTIN’S MAPRES-LE WASH SHAMPOING HYDRATANT 250ML,ACADEMIE,Cheveux,344.0
4703,PHILIP MARTIN’S MURUMURU BEURRE DE MASSAGE 200ML,ACADEMIE,Cheveux,324.0
4704,PHILIP MARTIN’S OLIVE ET ALOE HUILE ANTI AGE 100ML,ACADEMIE,Cheveux,568.0
4705,PHILIP MARTIN’S PLEASURE HAIR & BODY SPRAY 100ML,ACADEMIE,Cheveux,296.0
4706,PHILIP MARTIN’S PLEASURE HAIR&BODY HYDRATING SPRAY 100ML,ACADEMIE,Cheveux,512.0
4707,PHILIP MARTIN’S RE MERSIVE LUXURY CREAM TRAITEMENT RECONSTRUCTIF 200ML,ACADEMIE,Cheveux,192.0
4708,PHILIP MARTIN’S REVITALIZING SPRAY BRILLANCE ET HYDRATATION 100ML,ACADEMIE,Cheveux,576.0
4709,PHILIP MARTIN’S SCALP BENEFIT MASQUE PURIFIANT 200ML,ACADEMIE,Cheveux,340.0
4710,PHILIP MARTIN’S SCALP NUTRIMENT SPRAY LOTION NOURISSANTE 100ML,ACADEMIE,Cheveux,432.0
4711,PHILIP MARTIN’S SHAMPOING PURIFIANT 1000ML,ACADEMIE,Cheveux,374.4
4712,PHILIP MARTIN’S SHAMPOING PURIFIANT 250 ML,ACADEMIE,Cheveux,540.0
4713,PHILIP MARTIN’S SHINE ROSE SERUM BRILLANCE 50ML,ACADEMIE,Cheveux,748.8
4714,PHILIPS BROSSE CHAUFFANTE LISSANTE STYLECARE ESSENTIAL BHH880/00,ACADEMIE,Cheveux,468.0
4715,PHILIPS LISSEUR FONCTION IONIC SERIE 5000 BHS675/00,ACADEMIE,Cheveux,0.0
4716,PHILIPS SECHE CHEVEUX PRESTIGE PRO HPS910/00,ACADEMIE,Cheveux,108.8
4717,PHILIPS TONDEUSE MULTIGROOM SERIES 3000 ALL IN ONE MG3710/15,ARNAUD,Cheveux,395.02
4718,PHILIPS TONDEUSE MULTIGROOM SERIES 5000 ALL IN ONE MG5730/15,ARNAUD,Cheveux,360.02
4719,PHILIPS TONDEUSE SERIES 3000 HC3505/15,ARNAUD,Cheveux,370.02
4720,PHYTO DETOX MASQUE PURIFIANT 125ML,ARNAUD,Cheveux,260.01
4721,PHYTO DETOX SHAMPOOING DETOXIFIANT FRAICHEUR125ML,ARNAUD,Cheveux,440.02
4722,PHYTOCAPILL BAUME APRES SHAMPOING,ARNAUD,Cheveux,385.02
4723,PHYTOCAPILL CHEVEUX ET ONGLES 30 GEL,ARNAUD,Cheveux,110.01
4724,PHYTOCAPILL CHEVEUX ET ONGLES 60 GEL,ARNAUD,Cheveux,299.01
4725,PHYTOCAPILL LOTION ANTI CHUTE 75ML,ARNAUD,Cheveux,360.02
4726,PHYTOCAPILL SHAMPOING CHEVEUX SECS 200ML,ARNAUD,Cheveux,360.02
4727,PHYTOCAPILL SHAMPOING USAGE FREQUENT 200ML,ARNAUD,Cheveux,380.02
4728,PHYTOCAPRES-ILL SHAMPOING ANTI-PELLICULAIRE 200ML,ARNAUD,Cheveux,275.01
4729,PHYTOCAPRES-ILL SHAMPOING ENERGISANT ANTI CHUTE  200ML,ARNAUD,Cheveux,310.02
4730,PHYTOCOLOR 8.3 BLOND CLAIR DORE,ARNAUD,Cheveux,445.02
4731,PHYTOCOLOR MASQUE PROTECTEUR CHEVEUX COLORES 150ML,ARNAUD,Cheveux,445.02
4732,PHYTODENSIA MASQUE FLUIDE REPULPANT 175 ML,ARNAUD,Cheveux,445.02
4733,PHYTOSPECIFIC BAOBAB OIL BAIN D’HUILES 100ML,ACADEMIE,Cheveux,540.0
4734,PLACENTOR APRES SHAMPOING REPARATEUR 200ML,ACADEMIE,Cheveux,520.0
4735,PLACENTOR LOTION ANTI-CHUTE FORTIFIANTE 125ML,ACADEMIE,Cheveux,540.0
4736,POUXID LOTION 125ML,ACADEMIE,Cheveux,520.0
4737,POUXID PACK LOTION+SHAMP,ACADEMIE,Cheveux,540.0
4738,POUXID PEIGNE ANTI POUX TRIPLE FONCTION BLEU,ACADEMIE,Cheveux,344.0
4739,POUXID SHAMPOING 125ML,ACADEMIE,Cheveux,324.0
4740,PRO VITAL HUILE DE NOIX DE COCO 150G,ACADEMIE,Cheveux,568.0
4741,PSORIANE SHAMPOOING INTENSIF 125ML,ACADEMIE,Cheveux,296.0
4742,PURESSENTIEL KIT ANTI CHUTE,ACADEMIE,Cheveux,512.0
4743,PURESSENTIEL LOTION ANTI POUX 200ML,ACADEMIE,Cheveux,192.0
4744,PURESSENTIEL LOTION ANTI-POUX 100 ML,ACADEMIE,Cheveux,576.0
4745,PURESSENTIEL LOTION ANTI-POUX 100 ML+ PEIGNE,ACADEMIE,Cheveux,340.0
4746,PURESSENTIEL POUDOUX APRES SHAMPOOING PROTECTEUR 200ML,ACADEMIE,Cheveux,432.0
4747,PURESSENTIEL SHAMPOING ANT-POUX 200 ML,ACADEMIE,Cheveux,374.4
4748,PURESSENTIEL SHAMPOING REDENSIFIANT ANTI CHUTE 200ML,ACADEMIE,Cheveux,540.0
4749,PURESSENTIEL SPRAY REPULSIF POUX 200ML,ACADEMIE,Cheveux,748.8
4750,PURESSENTIEL SPRAY REPULSIF POUX 75ML,ACADEMIE,Cheveux,468.0
4751,PURIADERM PURIPHAN AMPOULES 30,ACADEMIE,Cheveux,0.0
4752,PURIADERM PURIPHAN BAUME DEMELANT  200ML,ACADEMIE,Cheveux,108.8
4753,PURIADERM PURIPHAN LOTION 120 ML,ARNAUD,Cheveux,395.02
4754,PURIADERM PURIPHAN MASQUE ULTRA REPARATEUR 200ML,ARNAUD,Cheveux,360.02
4755,PURIADERM PURIPHAN SÉRUM CHEVEUX SECS 60ML,ARNAUD,Cheveux,370.02
4756,PURIADERM PURIPHAN SHAMPOING ENERGISANT 200ML,ARNAUD,Cheveux,260.01
4757,PURIADERM PURIPHAN SHAMPOING HYDRATANT INTENSE 200ML,ARNAUD,Cheveux,440.02
4758,RACINE VITA HUILE D’AVOCAT 40ML,ARNAUD,Cheveux,385.02
4759,RACINE VITA HUILE D’OIGNON 40ML,ARNAUD,Cheveux,110.01
4760,RACINE VITA HUILE DE GLYCÉRINE 40ML,ARNAUD,Cheveux,299.01
4761,RACINE VITA HUILE DE RICIN 40ML,ARNAUD,Cheveux,360.02
4762,RACINE VITA HUILE DE SOJA 40ML,ARNAUD,Cheveux,360.02
4763,RACINE VITA HUILE DE THYM 40ML,ARNAUD,Cheveux,380.02
4764,RACINE VITA SERUM NUTRITIF 40ML,ARNAUD,Cheveux,275.01
4765,RACINE VITA SERUM REPARATEUR 40ML,ARNAUD,Cheveux,310.02
4766,RACINE VITA SHAMPOOING FORTIFIANT ANTI CHUTE KB5 200ML,ARNAUD,Cheveux,445.02
4767,RACINE VITA TRAITEMENT INTENSIF ANTI POUX 250ML,ARNAUD,Cheveux,445.02
4768,RACINE VITA VASELINE A L’HUILE DE CITRON 120G,ARNAUD,Cheveux,445.02
4769,RADICO ORGANIC HAIR AMLA POWDER 100G,ACADEMIE,Cheveux,540.0
4770,RADICO ORGANIC HAIR BHRINGRAJ POWDER 100G,ACADEMIE,Cheveux,520.0
4771,RADICO ORGANIC HAIR BRAHMI POWDER 100G,ACADEMIE,Cheveux,540.0
4772,RADICO ORGANIC HAIR COLORLESS HENNA POWDER 100G,ACADEMIE,Cheveux,520.0
4773,RADICO ORGANIC HAIR HIBISCUS POWDER 100G,ACADEMIE,Cheveux,540.0
4774,RADICO ORGANIC HAIR INDIGO LEAF POWDER 100G,ACADEMIE,Cheveux,344.0
4775,RADICO ORGANIC HAIR MANJISTHA POWDER 100G,ACADEMIE,Cheveux,324.0
4776,RADICO ORGANIC HAIR METHI POWDER 100G,ACADEMIE,Cheveux,568.0
